Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Status
jr-size-cam-lock,JR Size Cam Lock,,KeyBar,,Gear,ISP_IGNORE_PRODUCT_TAG,TRUE,Title,Default Title,,,,,ACS-LOCK-JR,4,shopify,25,deny,manual,0,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2022/10/JR-lock.jpg,1,JR Size Cam Lock,FALSE,JR Size Cam Lock,,,g,active
patina-slayer-copper-keybar,Patina Slayer Copper KeyBar,"<p>This Copper KeyBar features our popular CNC milled Slayer design with a forced patina and a 2.0 deep carry pocket clip. The patina is hand-forced in house and will vary between KeyBars. No two will be identical and each will be a little different than the images featured here.</P> </p> <div class=""row""> <div class=""sml-12 med-6 columns""> <h2>What's included?</h2> <ul> <li > <ul> <li > <ul> <li>(1) Branded hinged tin</li> <li>(1) Custom KeyBar with a 3.0 deep carry titanium pocket clip</li> <li>(2) custom designed stainless steel 1/2"" screws (up to 4 keys)</li> <li>(2) custom designed stainless steel 3/4"" screws (up to 8 keys)</li> <li>(2) custom designed stainless steel 7/8"" screws (up to 12 keys)</li> <li>(18) Washers</li> <li>(2) O rings (allows you to adjust the tension)</li> <li>(1) Titanium key fob link</li> </ul> </li> </ul> <h3>Will my keys fit?</h3> <p>Use the following dimensions to find out:</p> <ul> <li > <ul> <li>Length of the KeyBar - 3.5""</li> <li>Width of each rounded end - .95""</li> <li>Distance between screw holes - 2.55""</li> <li>Screw post diameter - .164""</li> </ul> </li> </ul> </li> </ul> </div> <div class=""sml-12 med-6 columns""> <h2>How much does the KeyBar weigh?</h2> <ul> <li > <ul> <li > <ul> <li>Less than 2 ounces</li> <li>Less than 4 house keys</li> </ul> </li> </ul> <h3>What can I put in the KeyBar?</h3> <ul> <li > <ul> <li>Up to 12 keys and inserts with included screws</li> <li>Up to 28 keys and inserts with extension screws</li> </ul> </li> </ul> </li> </ul> <div class=""box""> <p><strong>Add-Ons:</strong></p> <p><a href=""/product/extension-screws/"">Extension Screws</a> | <a href=""/product/magnut/"">MagNut Set</a> | <a href=""/product/keyrabiner-3-0/"">Keyrabiner</a><br><a href=""/product/ut-tl/"">Utility Tool</a> | <a href=""/product/pick/"">Pick</a> | <a href=""/product/quick-key-tab-copy/"">Quick Key Tab</a> | <a href=""/product-category/inserts/"">+ More</a></p> </div> </div> </div>",KeyBar,,KeyBar,"copper, luxury KeyBar, patina, slayer, titanium",TRUE,Title,Default Title,,,,,CPR-SLYR-PTN-1,131,shopify,'-1,continue,manual,179.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2024/02/Patina-Copper-Slayer-KeyBar-2.0-Deep-Carry-Clip-Key-Tool-Organizer-EDC.jpg,1,Patina Slayer Copper KeyBar,FALSE,Patina Slayer Copper KeyBar,<ul> <li>Hand-Forced Patina</li> <li>Popular CNC Milled Slayer Design</li> <li>Includes 3.0 Deep Carry Titanium Pocket Clip <ul> <li>(Clip photos shown feature the 2.0; photos will be updated soon)</li> </ul> </li> <li>Patina will vary on each KeyBar; none will match the photos exactly</li> <li>Made to order</li> </ul>,,g,active
patina-slayer-copper-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2024/02/Patina-Slayer-Brass-Copper-KeyBar-Key-Organizer-EDC-Key-Tool-Lifestyle-Image.jpg,2,Patina Slayer Copper KeyBar - Image 2,,,,,,
1-day-only-mud-horn-micartaaluminum,1 Day Only! Mud Horn Micarta/Aluminum,"The Green Linen Micarta/Aluminum Mud Horn KeyBar. Lightweight, rugged and laser etched to make you feel as if you were knighted into clan Mud Horn. Comes with a matching laser engraved Deep Carry 2.0 titanium pocket clip that replicates the imperial credits. Keep it together...this is the way. <div class=""row""> <div class=""sml-12 med-6 columns""> <h2>What's included?</h2> <ul> <li > <ul> <li>Branded Hinged Tin</li> <li>(1) Linen Micarta/Custom Laser Engraved Aluminum KeyBar with titanium Deep Carry 2.0 pocket clip</li> <li>Comes with Heat Treated Screws</li> <li>(2) 1/2"" screws (up to 4 keys)</li> <li>(2) 3/4"" screws (up to 8 keys)</li> <li>(2) 7/8"" screws (up to 12 keys)</li> <li>(18) Washers</li> <li>(2) O rings (allows you to adjust the tension)</li> <li>(1) Titanium key fob link</li> </ul> <h3>Will my keys fit?</h3> Use the following dimensions to find out: <ul> <li>Length of the KeyBar - 3.5""</li> <li>Width of each rounded end - .95""</li> <li>Distance between screw holes - 2.55""</li> <li>Screw post diameter - .164""</li> </ul> </li> </ul> </div> <div class=""sml-12 med-6 columns""> <h2>How much does the KeyBar weigh?</h2> <ul> <li > <ul> <li > <ul> <li>Less than 2 ounces</li> <li>Less than 4 house keys</li> </ul> </li> </ul> <h3>What can I put in the KeyBar?</h3> <ul> <li > <ul> <li>Up to 12 keys and inserts with included screws</li> <li>Up to 28 keys and inserts with extension screws</li> </ul> </li> </ul> </li> </ul> <div class=""box""> <strong>Add-Ons</strong> <a href=""/product/extension-screws/"">Extension Screws</a> | <a href=""/product/magnut/"">MagNut Set</a> | <a href=""/product/keyrabiner-3-0/"">Keyrabiner</a> <a href=""/product/ut-tl/"">Utility Tool</a> | <a href=""/product/pick/"">Pick</a> | <a href=""/product/quick-key-tab-copy/"">Quick Key Tab</a> | <a href=""/product-category/inserts/"">+ More</a> </div> </div> </div>",KeyBar,,Gear,"aluminum key holder, edc key holder, EDC tools, every day carry key organizer, green micarta, light weight, linen micarta, mandolorian, minimalist, mud horn, sleek, slim",TRUE,Title,Default Title,,,,,AKB-GRNMCRTA-MDHRN,113,shopify,0,continue,manual,94.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2019/11/Mud-Horn-MicartaAluminum-KeyBar.jpg,1,1 Day Only! Mud Horn Micarta/Aluminum,FALSE,1 Day Only! Mud Horn Micarta/Aluminum,<ul> <li>Front Side Linen Micarta</li> <li>Rear Side Laser Engraved Aluminum</li> <li>Heat treated screws</li> <li>Custom Laser Engraved Mud Horn design (surface is textured)</li> </ul>,,g,active
1-day-only-mud-horn-micartaaluminum,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2019/12/Photo-Jun-01-9-55-59-AM-scaled.jpg,2,1 Day Only! Mud Horn Micarta/Aluminum - Image 2,,,,,,
1-day-only-mud-horn-micartaaluminum,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2019/12/Photo-May-04-9-41-48-AM-1-scaled.jpg,3,1 Day Only! Mud Horn Micarta/Aluminum - Image 3,,,,,,
1-day-only-mud-horn-micartaaluminum,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2019/12/Photo-Oct-12-11-11-36-AM-scaled.jpg,4,1 Day Only! Mud Horn Micarta/Aluminum - Image 4,,,,,,
black-cerakoted-diamond-crosshatch-titanium-keybar,Black Cerakoted Diamond Crosshatch Titanium KeyBar,"Limited run of black cerakoted Diamond Crosshatch Titanium KeyBars. This popular design combined with the black finish makes this a fast-seller. Included are black cerakoted custom designed stainless steel screws and black cerakoted deep carry 2.0 titanium pocket clip. <div class=""row""> <div class=""sml-12 med-6 columns""> <h2>What's included?</h2> <ul> <li > <ul> <li > <ul> <li>(1) Branded hinged tin</li> <li>(1) KeyBar with a removable titanium pocket clip</li> <li>Comes with Black Cerakoted Screws</li> <li>(2) custom designed stainless steel 1/2"" screws (up to 4 keys)</li> <li>(2) custom designed stainless steel 3/4"" screws (up to 8 keys)</li> <li>(2) custom designed stainless steel 7/8"" screws (up to 12 keys)</li> <li>(18) Washers</li> <li>(2) O rings (allows you to adjust the tension)</li> <li>(1) Titanium key fob link</li> </ul> </li> </ul> <h3>Will my keys fit?</h3> Use the following dimensions to find out: <ul> <li > <ul> <li>Length of the KeyBar - 3.5""</li> <li>Width of each rounded end - .95""</li> <li>Distance between screw holes - 2.55""</li> <li>Screw post diameter - .164""</li> </ul> </li> </ul> </li> </ul> </div> <div class=""sml-12 med-6 columns""> <h2>How much does the KeyBar weigh?</h2> <ul> <li > <ul> <li > <ul> <li>Less than 2 ounces</li> <li>Less than 4 house keys</li> </ul> </li> </ul> <h3>What can I put in the KeyBar?</h3> <ul> <li > <ul> <li>Up to 12 keys and inserts with included screws</li> <li>Up to 28 keys and inserts with extension screws</li> </ul> </li> </ul> </li> </ul> <div class=""box""> <strong>Add-Ons</strong> <a href=""/product/extension-screws/"">Extension Screws</a> | <a href=""/product/magnut/"">MagNut Set</a> | <a href=""/product/keyrabiner-3-0/"">Keyrabiner</a> <a href=""/product/ut-tl/"">Utility Tool</a> | <a href=""/product/pick/"">Pick</a> | <a href=""/product/quick-key-tab-copy/"">Quick Key Tab</a> | <a href=""/product-category/inserts/"">+ More</a> </div> </div> </div>",KeyBar,,KeyBar,"All Products, KeyBars > Full Size KeyBars, KeyBars, KeyBars > Limited Editions, New Arrivals, black, black cerakoted, limited, titanium KeyBar",TRUE,Title,Default Title,,,,,TKB-DCH-BLK,86,shopify,17,deny,manual,179.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2023/08/Black-Diamond-Crosshatch-Titanium-KeyBar-Updated-2023.jpg,1,Black Cerakoted Diamond Crosshatch Titanium KeyBar,FALSE,Black Cerakoted Diamond Crosshatch Titanium KeyBar,<ul> <li>Limited Run</li> <li>Black Cerakoted Titanium featuring Milled Diamond Crosshatch Design</li> <li>Includes black cerakoted stainless steel screws and black cerakoted deep carry 2.0 pocket clip</li> <li>Discounts do not apply</li> </ul>,,g,active
black-cerakoted-diamond-crosshatch-titanium-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2023/08/Black-Cerakoted-Diamond-Crosshatch-Titanium-KeyBar-on-Mill.jpg,2,Black Cerakoted Diamond Crosshatch Titanium KeyBar - Image 2,,,,,,
mini-utility-tool-blade-replacement,Mini Utility Tool Blade Replacement,"<p>Replacement blades for the <a href=""/products/mini-utility-tool-2-0/"" target=""_blank"" rel=""noreferrer noopener"">Mini Utility Tool Insert</a>. Pack of 10 SK5 Steel mini blades. Pittsburgh brand. </p>",KeyBar,,Insert,"All Products, Inserts > Hardware/Parts, Inserts",TRUE,Title,Default Title,,,,,HW-RZR-BLD,22,shopify,0,deny,manual,3.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2023/08/Mini-Utility-Tool-Insert-Blade-Replacements.jpg,1,Mini Utility Tool Blade Replacement,FALSE,Mini Utility Tool Blade Replacement,<ul> <li>Pack of 10</li> <li>SK5 Steel</li> <li>Fits Mini Utility Tool Insert</li> </ul>,,g,active
keybar-microfiber-cloth,KeyBar Microfiber Cloth,"<p>Don't forget to grab one of these awesome microfiber cloths featuring the KeyBar logo! This handy cloth is great for cleaning, protecting and using as a place to keep your KeyBar and other gear. Produced in the USA by Rick Bloomer of Dragon Cut Design, this cloth measures 5.25"" x 7.25"" and is gray on the cloth side and white on the microfiber side.</p>",KeyBar,,KeyBar,"All Products, More Cool Gear",TRUE,Title,Default Title,,,,,OP-CLTH,22,shopify,110,deny,manual,7.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2023/10/KeyBar-Cotton-Cloth-by-DragonCut-Designs-5.25-x-7.25.jpg,1,KeyBar Microfiber Cloth,FALSE,KeyBar Microfiber Cloth,"<ul> <li>Gray Cloth/White Microfiber</li> <li>5.25"" x 7.25""</li> <li>Made by Dragon Cut Design</li> </ul>",,g,active
keybar-microfiber-cloth,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2023/10/KeyBar-Microfiber-Cloth-by-DragonCut-Designs-Lifestyle-Image.jpg,2,KeyBar Microfiber Cloth - Image 2,,,,,,
keybar-microfiber-cloth,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2023/10/KeyBar-Cotton-Cloth-by-DragonCut-Designs-5.25-x-7.25.jpg,3,KeyBar Microfiber Cloth - Image 3,,,,,,
keybar-microfiber-cloth,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2023/10/KeyBar-Microfiber-Cloth-White-Back-by-DragonCut-Designs-5.25-x-7.25.jpg,4,KeyBar Microfiber Cloth - Image 4,,,,,,
black-cerakote-extension-screw-set,Black Cerakote Extension Screw Set,<p>Includes:</p> <ul> <li>(2) Custom design 1 in. black cerakoted stainless steel screws - can accommodate up to 14 keys</li> <li>(2) Custom 1 1/4 in. black cerakoted stainless steel screws - can accommodate up to 18 keys</li> <li>(2) rubber o-rings</li> </ul>,KeyBar,,Insert,"All Products, Inserts > Hardware/Parts, Inserts, key holder hardware, KeyBar hardware set, KeyBar screw set",TRUE,Title,Default Title,,,,,ACS-HW-BLK-ESS,13,shopify,12,deny,manual,12.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2023/03/Black-Cerakote-Extension-Screw-set.jpg,1,Black Cerakote Extension Screw Set,FALSE,Black Cerakote Extension Screw Set,"<ul> <li>Black Cerakoted Extension Screws</li> <li>1"" and 1 1/4"" included</li> <li>Works with JR and Full Size KeyBars</li> </ul>",,g,active
black-cerakote-extension-screw-set,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2019/06/BlackCerakote-Screw.png,2,Black Cerakote Extension Screw Set - Image 2,,,,,,
black-cerakote-extension-screw-set,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2019/06/BlackCerakote-Screw1.png,3,Black Cerakote Extension Screw Set - Image 3,,,,,,
magnacut-tanto-blade-insert,Magnacut Tanto Blade Insert,"<p>The Mike Taylor Tanto blade insert expands the multitool functionality of the standard KeyBar. The Tanto securely locks in the open and has a detent holding it in the closed position with the included 6-Al-4V titanium Drop-Lock plate. The laser polished blade features an opening tab and thumb notch to deploy the blade. The Tanto blade insert is constructed out of MagnaCut Steel made by Mike Taylor.</p> <p>Instructions for assembly are included on the back of the tin. Included are a set of the new custom designed KeyBar screws.</p> <div class=""row""> <div class=""row""> <div class=""sml-12 med-6 columns""> <h2>What's included?</h2> <ul> <li>(1) Branded hinged tin</li> <li>(1) MagnaCut Steel Drop Point Insert</li> <li>(1) Drop-Lock Detent</li> <li>(2) Stand-off Washer</li> <li>(2) SS Blade Washer</li> <li>(1) Updated Custom Designed SS Screw Set for KeyBar</li> </ul></div></div></div>",KeyBar,,Insert,"blade, durable, key organizer, Keybar, lightweight, multitool, steel, titanium, tool insert",TRUE,Title,Default Title,,,,,ACS-MN-BLD-2,113,shopify,0,continue,manual,179.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2023/12/IMG_9080-scaled.jpg,1,Magnacut Tanto Blade Insert,FALSE,Magnacut Tanto Blade Insert,"<ul> <li><b>MagnaCut Steel featuring Laser Colored Design</b></li> <li>Tanto Blade Design</li> <li>Total cutting length: 2""</li> <li>Made by M. Taylor</li> <li>Secure locking with titanium ""Drop-Lock""</li> <li><b>Fits FULL SIZE KeyBar Models ONLY </b>(KeyBar not included)</li> <li>Discounts not applicable</li> </ul>",,g,active
magnacut-tanto-blade-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2023/12/IMG_9081-scaled.jpg,2,Magnacut Tanto Blade Insert - Image 2,,,,,,
magnacut-tanto-blade-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2023/12/IMG_9082-scaled.jpg,3,Magnacut Tanto Blade Insert - Image 3,,,,,,
magnacut-tanto-blade-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2023/12/Mike-Taylor-MagnaCut-Tanto-Blade-Insert-Front.jpg,4,Magnacut Tanto Blade Insert - Image 4,,,,,,
magnacut-tanto-blade-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2023/12/Mike-Taylor-MagnaCut-Tanto-Blade-Insert-Back-scaled.jpg,5,Magnacut Tanto Blade Insert - Image 5,,,,,,
magnacut-tanto-blade-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2023/12/MagnaCut-Tanto-Blade-Mike-Taylor-Insert-Blade-Front-and-Back.jpg,6,Magnacut Tanto Blade Insert - Image 6,,,,,,
magnacut-tanto-blade-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2023/12/MagnaCut-Tanto-Blade-in-KeyBar-Mike-Taylor-Logo-side.jpg,7,Magnacut Tanto Blade Insert - Image 7,,,,,,
magnacut-tanto-blade-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2023/12/MagnaCut-Tanto-Blade-in-KeyBar-MagnaCut-Logo-side.jpg,8,Magnacut Tanto Blade Insert - Image 8,,,,,,
the-spark-tritium-glow-fob,The Spark - Tritium Glow Fob,"<p>From our partners at Glow Rhino, we now offer the Spark Glow Fob in Green Tritium! With this attachment, you'll be able to locate anything attached to it in the dark. Super handy little item that has been very popular.</p> <h2 >What's included?</h2> <p><ul><li>(1) Spark Glow Fob, Green Tritium </li></ul>Specs</p> <ul> <li>Length (excluding keyring) - 0.825""</li> <li>Diameter (excluding keyring) - .31""</li> </ul>",KeyBar,,Gear,"All Products, More Cool Gear",TRUE,Title,Default Title,,,,,ACS-SPRK,28,shopify,0,deny,manual,11.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2024/05/Glow-Rhino-Spark-Glow-Fob-2.webp,1,The Spark - Tritium Glow Fob,FALSE,The Spark - Tritium Glow Fob,<ul> <li>Glow in the Dark Fob Attachment</li> <li>1 Cylindrical Tritium Lamp/unit</li> <li>Injection Molded Polycarbonate Casing</li> <li>Glass Breaker Tip</li> <li>Waterproof</li> <li>From Glow Rhino</li> </ul>,,g,active
the-spark-tritium-glow-fob,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2024/05/Glow-Rhino-Spark-Glow-Fob-3.webp,2,The Spark - Tritium Glow Fob - Image 2,,,,,,
the-spark-tritium-glow-fob,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2024/05/Glow-Rhino-Spark-Glow-Fob-1.webp,3,The Spark - Tritium Glow Fob - Image 3,,,,,,
the-spark-tritium-glow-fob,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2024/05/Glow-Rhino-Spark-Glow-Fob-4-Green-Tritium-e1716328119605.webp,4,The Spark - Tritium Glow Fob - Image 4,,,,,,
the-spark-tritium-glow-fob,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2024/05/Glow-Rhino-Spark-Glow-Fob-Lifestyle-KeyBar.jpg,5,The Spark - Tritium Glow Fob - Image 5,,,,,,
cordura-skin-titanium-keybar,Cordura Skin Titanium KeyBar,"<p>Take the customization of your KeyBar to the next level! Back in a limited run are our Cordura Inlay Titanium KeyBars! This titanium KeyBar is custom milled to feature a black Cordura 500D skin set by Ripp's Garage Tech. The skin is backed with 3m adhesive for a secure attachment. The KeyBar is blackwashed and includes a black cerakoted screw set and blackwashed 3.0 titanium deep carry pocket clip.</p> <div class=""row""> <div class=""sml-12 med-6 columns""> <h2>What's included?</h2> <ul> <li > <ul> <li>(1) Branded hinged tin</li> <li>(1) KeyBar with a blackwashed 3.0 titanium pocket clip</li> <li>(2) black cerakoted SS 1/2"" screws (up to 4 keys)</li> <li>(2) black cerakoted SS 3/4"" screws (up to 8 keys)</li> <li>(2) black cerakoted SS 7/8"" screws (up to 12 keys)</li> <li>(18) Washers</li> <li>(2) O rings (allows you to adjust the tension)</li> <li>(1) Titanium key fob link</li> <li>(1) set of Cordura 500D Skins (applied)</li> </ul> <h3>Will my keys fit?</h3> <p>Use the following dimensions to find out:</p> <ul> <li>Length of the KeyBar - 3.5""</li> <li>Width of each rounded end - .95""</li> <li>Distance between screw holes - 2.55""</li> <li>Screw post diameter - .164""</li> </ul> </li> </ul> </div> <div class=""sml-12 med-6 columns""> <h2>How much does the KeyBar weigh?</h2> <ul> <li > <ul> <li>Less than 2 ounces</li> <li>Less than 4 house keys</li> </ul> <h3>What can I put in the KeyBar?</h3> <ul> <li>Up to 12 keys and inserts with included screws</li> <li>Up to 28 keys and inserts with extension screws</li> </ul> </li> </ul> <div class=""box""> <p><strong>Add-Ons</strong></p> <p><a href=""/product/extension-screws/"">Extension Screws</a> | <a href=""/product/magnut/"">MagNut Set</a> | <a href=""/product/keyrabiner-3-0/"">Keyrabiner</a><br><a href=""/product/ut-tl/"">Utility Tool</a> | <a href=""/product/pick/"">Pick</a> | <a href=""/product/quick-key-tab-copy/"">Quick Key Tab</a> | <a href=""/product-category/inserts/"">+ More</a></p> </div> </div> </div>",KeyBar,,KeyBar,"All Products, KeyBars, KeyBars > Limited Editions, New Arrivals, edc key holder, EDC tools, every day carry key organizer, titanium key holder, titanium key organizer",TRUE,Title,Default Title,,,,,TKB-COR-BLK,113,shopify,0,continue,manual,109.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2024/07/Black-Cordura-Inlay-Titanium-KeyBar.jpg,1,Cordura Skin Titanium KeyBar,FALSE,Cordura Skin Titanium KeyBar,<ul> <li>Blackwashed Titanium KeyBar with Black Cordura Skin by Ripp's Garage Tech</li> <li>Cordura 500D Skin on 3M adhesive backing</li> <li>Includes Blackwashed Titanium Screws</li> <li>Includes Blackwashed 3.0 Titanium Pocket Clip</li> </ul>,,g,active
cordura-skin-titanium-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2024/07/Black-Cordura-Inlay-Back-Lifestyle.jpg,2,Cordura Skin Titanium KeyBar - Image 2,,,,,,
cordura-skin-titanium-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2024/07/Black-Cordura-Inlay-Front-Lifestyle.jpg,3,Cordura Skin Titanium KeyBar - Image 3,,,,,,
s30v-mini-chisel-tool-insert,S30V Mini Chisel Tool Insert,"<p>Please note this does not include a lock or second tool. This listing is for those wanting to replace an existing locking tool on a current KeyBar.</p> <p>Made from S30V Steel, the Mini Chisel Tool Insert is the next level version of the Mini Utility Tool Insert.</p> <p>Disclaimer:</p> <p>The KeyBar Chisel Tool Insert is intended for use with your KeyBar product. The Chisel Tool Insert is, of course, very sharp and could cause bodily injury if not handled carefully. Users of the KeyBar Chisel Tool Insert should take special care to ensure that the blade insert itself is not left exposed when not in use, and that it is folded fully into the closed position. Never use the Chisel Tool Insert while otherwise occupied or distracted, such as when operating a motor vehicle. Users of the Chisel Tool Insert should also use extreme caution when using the Chisel Tool Insert, as there is the potential for bodily injury.</p> <p>The Chisel Tool Insert is not a toy, and is likewise not intended to be used as a hunting, or similar knife, and will not withstand forces necessary to cut through thick or solid materials. The Chisel Tool Insert is not a replacement for ordinary, or everyday knives, but is only intended for very light use. KeyBar, LLC is not responsible for any injury caused by misuse of the Chisel Tool Insert or negligence on the part of its owner or user.</p> <figure ><img src=""https://www.keybar.us/wp-content/uploads/2022/10/NEW-KB-Detent-Lock-Tool-Inserts-Instructions.jpg"" alt="""" /><figcaption ><em>Installation Instructions</em></figcaption></figure> <figure ><img src=""https://www.keybar.us/wp-content/uploads/2022/12/KB-Detent-Lock-Instructions-no-logo.jpg"" alt="""" /></figure> <iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/eg4O7n8u25g"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""""></iframe>",KeyBar,,Insert,"2.0, can opener, insert, lock, new, titanium, tool, tool insert",TRUE,Title,Default Title,,,,,ACS-CHSL-S30V-7-2,45,shopify,12,deny,manual,39.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2024/07/Chisel-Main-S90V.jpg,1,S30V Mini Chisel Tool Insert,FALSE,S30V Mini Chisel Tool Insert,"<ul> <li>Made of S30V Steel .085"" thick</li> <li>Purchase this item if you want to replace a locking tool currently on your KeyBar and have a lock already</li> <li>Does not include lock or second tool</li> <li>If you need the combo set with two tools and a lock, click <a href=""/products/full-size-locking-tools-set/"">he",,g,active
s30v-mini-chisel-tool-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2024/07/Chisel-Main-S90V.jpg,2,S30V Mini Chisel Tool Insert - Image 2,,,,,,
s30v-mini-chisel-tool-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2023/02/FS-Chisel2-scaled.jpg,3,S30V Mini Chisel Tool Insert - Image 3,,,,,,
s30v-mini-chisel-tool-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2023/02/JR-Chisel2-scaled.jpg,4,S30V Mini Chisel Tool Insert - Image 4,,,,,,
s30v-mini-chisel-tool-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/10/Full-and-JR-Lock.jpg,5,S30V Mini Chisel Tool Insert - Image 5,,,,,,
custom-ss-screw-set,Custom SS Screw Set,<p>Includes:</p> <ul> <li>(2) Custom designed 1/2 in. stainless steel screws</li> <li>(2) Custom designed 3/4 in. stainless steel screws</li> <li>(2) Custom designed 7/8 in. stainless steel screws</li> <li>(1) 3D printed bit</li> </ul>,KeyBar,,Insert,"All Products, Inserts > Hardware/Parts, Inserts, key holder hardware, KeyBar hardware set, KeyBar screw set",TRUE,Title,Default Title,,,,,ACS-HW-CSTM-SS,13,shopify,0,deny,manual,9.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2025/03/Custom-stainless-steel-screw-set-main-image.jpg,1,Custom SS Screw Set,FALSE,Custom SS Screw Set,<ul> <li>Custom design featuring a T25 head</li> <li>Stainless Steel</li> <li>Sandblasted and stonewashed</li> <li>Includes 3D printed T25 screwdriver</li> </ul>,,g,active
custom-ss-screw-set,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2025/03/Custom-SS-Screw-Set-close-up-KeyBar.jpg,2,Custom SS Screw Set - Image 2,,,,,,
custom-ss-screw-set,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2025/03/Custom-SS-Screw-Set-in-Aluminum-JR-KeyBar.jpg,3,Custom SS Screw Set - Image 3,,,,,,
custom-ss-screw-set,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2025/03/Custom-SS-Screw-Set-in-Black-G10-KeyBar.jpg,4,Custom SS Screw Set - Image 4,,,,,,
